countryname,Fruit Consumption,non-starchy vegetable consumption,Beans and Legumes,Nuts and Seeds,Unprocessed red meat,sugar-sweetened beverages,Fruit Juices,Protein,Calcium (milligrams),Potassium (milligrams),Total Milk
Ireland,97.62400712499999,130.68789696666667,29.23514635416665,1.6711893133333322,39.25357836666668,118.52885401666666,38.64515025000002,73.44742533333331,879.7562323333335,2532.6364795833347,241.7014464583335
Israel,253.0474715833334,234.9205973041665,67.70724632083335,22.325216879166685,114.36300134583334,339.8032047500001,27.06734999583331,72.72004135833329,604.3251247916669,2851.9903370833345,350.3352335416669
Italy,160.854901925,151.92268587916664,9.736312624583341,1.0778556221250002,54.22745882083331,49.86537188333333,18.447120383333342,68.13712938750001,862.5414011666664,3099.2350645833326,126.46701326249995
Jamaica,239.43505433333323,145.5630819749999,23.164233043333333,1.868039527249999,13.210920741249993,643.1358415416673,33.009564375,73.16527262916672,1346.4640879166668,2571.6813754166674,141.7925974416667
Japan,95.57307330833326,230.71908012500006,79.37041368333334,1.6012727841249992,42.22914122916665,82.93429775083334,12.18240054166666,65.31217579583333,609.5662546249999,2319.9506600000004,89.80446892499988
Jordan,178.43595328333342,113.9210206708333,50.42133500874995,39.7400135083333,60.99634641249997,612.517433666667,124.01185737499993,73.43247220000003,919.0801760833333,2252.964897916666,140.33950807499997
Kazakhstan,74.43462149999999,117.77347033333331,6.068778858749999,8.231759284583338,76.82357545833335,55.02919330416668,13.111017412499987,66.2570509541667,715.6885497500007,2877.1157445833314,86.28370453333334
Kenya,140.05961579166677,159.1698719249999,35.71738089166666,6.271782105416664,41.28122926333332,70.05153132916662,39.55138536375001,63.958280741666655,405.83677658333306,2286.538377500001,158.53038152083334
Kiribati,82.24658464166664,113.84637459166665,4839.239410833331,2.624946190000001,2.6919858837499975,64.28695674208335,9.617351281250002,55.567642554166696,341.5200810416666,1372.838222500001,37.606388724999974
Kuwait,59.16691424166665,97.14047622916661,87.28592718750001,4.666297909166664,23.576943096666657,464.87830029166673,79.29783399583332,91.26327190416674,699.5346677916662,2200.4199995833324,110.84783729999991
Kyrgyzstan,96.11689076249998,55.34410876250004,6.787921714583337,33.96901985458332,61.68760823333335,79.70214082499997,26.54548480791665,59.35143180833338,598.3131529999999,2939.031849583333,59.60690725416668
Lao People's Dem. Rep.,173.76893775000008,129.8749320708333,34.37161562500002,6.575377912083334,113.89108664166672,102.81608057874999,14.964157368333323,53.85184895833334,466.6316974166664,2155.3851575000003,40.17440330416664
Latvia,68.85062553749997,109.01961892500003,10.186657434166667,3.6459208143749984,68.87075867916668,49.51673027874996,30.509747249999993,70.79002376666661,803.539441875,2953.0304041666664,142.43468737916663
Lebanon,145.02831847083337,156.19822292916666,14.136988731666662,4.482001588750004,14.819224291249999,288.12413404166665,42.3737462375,67.2796243333333,598.9632376249999,2461.481796666666,79.17334817083335
Lesotho,112.31772012500002,204.9921596125001,27.67389991750001,58.80860162499999,30.432001339583326,181.92292027916673,31.501515334583342,54.665625925,410.3843695000002,3009.6614883333336,110.12368632083334
Liberia,86.05737327083325,129.4706401666667,21.292138191249997,36.04030252916667,26.68384387125,135.3179008666667,22.35136120583333,53.89702104166667,364.0830159166666,2969.6131379166686,69.27414663333333
Libya,82.38936271666661,129.9230200125,282.2501101,67.61130578333331,67.57054701666668,124.39054547083332,101.32973716249991,523.8929690416666,634.7470588333331,2752.6247425000006,87.29365676249996
Lithuania,65.39081165833335,93.74690746250005,2.898802584041665,3.3726541394583323,114.58034354166664,53.92774477499998,26.633403238750017,68.30526452500001,828.5513647083336,3164.650022916666,162.34413212500004
Luxembourg,118.15960790833334,107.04020533333333,12.085857650833336,13.78353066083334,145.4060695375,155.91666944166664,69.13391978333335,72.4436146625,861.3885021666661,4521.181922916662,127.7365742333333
Madagascar,112.40434847083331,167.01306104583344,19.784291432916667,28.032407074999995,95.28196674583336,199.77137829999998,16.045142872083336,53.000534058333336,458.8773819583334,4130.560262916666,60.35830018333339
Malawi,148.36964478750005,211.90564700833326,48.61011827499998,6.6648368895833325,45.58670933166665,103.53803177500001,32.07721984750002,54.42228793333333,495.02791329166655,3281.5387474999993,57.463931045833355
Malaysia,123.49628184166667,161.77624724999995,42.381270070833345,50.54627497499999,19.99670930916666,50.964775077916656,30.63904463333335,59.99621275000002,532.9228996666667,1627.9134016666676,29.207459504166668
Maldives,112.92194487916667,78.65518052083333,19.22103290416667,9.159603994166666,19.61004522458334,117.76288569375001,14.088768505416665,63.38451108749997,581.8499612083332,1094.1899467500002,110.2349815875
Mali,123.3663200083333,111.9656436541667,30.04130602666665,37.24233793333333,38.30399685625001,221.66539980416667,44.0280688625,51.89738716249999,481.9829287916665,2726.9836316666683,135.88659079583337
Malta,142.82432754583343,95.36189158333333,17.141914709166663,7.173164369583331,91.18461131250002,183.87224620416652,77.39457170833334,79.36920187499996,1091.8673922083333,3216.898984166668,231.14730441666674
Marshall Islands,103.71851513333328,170.50279233333322,114.77496581666668,8.428488048333334,16.51284925333333,266.12049124583353,23.14243169208334,61.204126975000015,470.57549183333333,2982.9795866666655,48.0939607708333
Mauritania,45.40843463749998,128.91731598333334,17.56260546999999,2.398943228208334,8.544618750416657,375.17242010416675,38.308564504166704,70.65626352083333,572.9023112500003,3092.8655950000016,80.16284733333333
Mauritius,69.74725361250003,142.84480438333333,6.224048462499995,1.8797619517500013,18.759032870000002,329.5425249458332,30.621826830416673,94.45570043749993,702.0793471249992,3531.209292083334,80.54798234583335
Mexico,138.3004468458334,119.6339047,110.06237799583333,2.7710527136666645,37.653985943750016,575.4090867499998,23.914347383333357,51.14838765416666,918.9742025833334,2248.50585625,146.844390475
Mongolia,49.942215095833326,172.1105133666668,3.0182620540000005,4.077996570291664,36.025249708333334,98.2020912625,83.79645627916662,82.25287135833334,689.542940208333,1257.4016941666669,37.04701347083333
Montenegro,84.30525890833334,108.25525705416668,21.931280884583323,6.6349698545833355,77.8002228625,59.06785715416671,15.221250117083333,95.66002492083334,693.0373200833333,2112.2641933333334,191.63694929166667
Morocco,81.74001693749999,171.9539418583333,24.4955495075,4.151787797083331,26.242827227499983,173.95745485833322,19.879980845833337,62.70677505000002,675.5217955833333,1981.4314166666666,90.01943877083337
Mozambique,148.89880862916678,169.31642350416664,45.83838437083334,25.04816748499999,52.855866387083324,99.73526438333336,36.03643722666666,67.57033023749997,334.2319987499996,2986.8015325000015,55.67401742499999
Myanmar,97.55116877500005,134.46142279166665,6.673607791250001,8.163189783333337,4.535085482083333,79.30956895083332,10.764186628333341,54.94179721250005,415.2938026666669,1995.664751666666,20.342806357083337
Namibia,121.26702118749999,157.57892967083333,22.382437182500006,6.619740318750001,59.90503077916667,550.3168374583335,34.68708081083333,83.81317192499998,619.6433013750001,3586.555669583334,104.05134209583326
Nepal,60.46906742916666,182.1678899875002,91.41197805000003,13.412576727500008,29.82439905291665,119.77331842500003,19.344111290000004,55.391211241666696,466.9246478333333,1643.2135554166662,79.7264978083333
Netherlands,153.92491523749993,130.13498699583332,42.28764808750001,10.533882477083331,56.54555982916669,241.8058412166668,226.74868625,84.27392875833331,960.8783738333337,3347.7884766666643,193.45121525000005
New Zealand,231.23537183333337,135.37499765833337,57.25659022500004,1.8596833908333334,58.591905816666696,46.20721392916665,24.10363666249999,72.68909938333331,656.7173669583332,2640.00252625,159.12255752499996
Nicaragua,117.75216959999995,115.61182247083335,25.92153610958332,11.596736408749992,41.92230502499998,467.4662205833335,59.279785849999975,67.7419750291667,646.4845145833334,1112.8755203333328,89.45886842916667
Niger,86.27434610416672,110.32126881666663,41.712911566666655,4.112282135833333,20.467692723333325,190.1543725208334,34.867985277083335,43.80964532916668,459.6828929583333,2375.859399583332,105.51331567083336
Nigeria,68.11179644166663,101.46961636249998,40.31158468749998,6.405948215416666,39.508413792083324,117.95749503749994,14.76469045083334,44.59123039166665,454.4683654999997,3329.7716691666665,61.122167645833336
"Norway, Svalbard and Jan Mayen",99.94452462499999,90.37655568333338,1.763983496333334,1.7281977545833322,72.45404922916666,109.69987805833337,41.77947129583334,78.58885612500004,815.9465830833334,3423.816781250001,201.98693845833338
Oman,130.0264741916666,146.5040185916667,269.4826710083334,7.734816397916665,26.01946128500001,136.84965667500006,26.348985729166678,115.7778895458333,660.377479916667,2116.0153454166675,247.14514558333346
Pakistan,40.20543015416668,79.76640476666662,29.07864049416668,5.411765944583333,24.48262215041667,91.02188006249993,12.22494838791667,41.486208095833284,518.6626271250001,1104.9365852083333,93.62763101250006
Panama,116.26159762916676,121.42335348749998,85.04648122083333,5.1174996795833305,23.439626526250002,354.06992675,65.92914795416665,82.94531340416671,647.5817550416663,2190.543860416666,156.34575274583338
Papua New Guinea,87.39222104166672,107.19698395000007,17.234458899999996,11.146318644166668,24.255352727916655,44.58752131250001,10.31941972458333,29.816574549999995,400.8587952916665,2600.6560308333324,40.650926654166696
Paraguay,154.11391583333335,90.89868088749995,9.791396008333331,2.436955441208333,58.38681270416666,343.89577887499996,60.266692337499926,64.79742297083334,724.2442852500002,2452.6366054166665,89.32166992083323
Peru,166.25926383333336,87.6063270875,44.609570966666666,5.63154263875,84.2336741666667,192.16298725000007,25.314731812500018,63.01319670416667,657.0093253333335,1875.4997399999993,88.35594441666669
Philippines,156.88356273749997,118.93876552083339,20.376330329166674,5.693114417499998,27.533032704166672,141.31357568208335,31.672850258333323,65.22136603749999,705.1987454583333,2211.577331666666,82.9112961875
Plurinational State of Bolivia,106.53382947916658,97.00919632916664,21.140406505000005,7.464050539999997,73.0198262416667,451.27685287500003,38.2000762625,48.50652721666668,524.7348159583336,2566.1535854166677,80.33436490416665
Poland,159.93710366666667,172.13564085,4.609731723750002,2.2364786555833347,53.407879816666664,55.13363421375002,52.05199953333332,70.35943653333334,550.7213537916667,3467.1849162500002,139.32279942916662
Portugal,126.77509514583338,120.52195302500003,39.40724156666667,2.5121254054166666,72.1514641625,123.81723053749997,9.409651432916665,64.16288563750001,853.4883308750001,3104.1676987500027,164.7383050416667
Qatar,111.8544176041667,150.7382280500001,372.00591154166705,10.681113497916666,0.9260545116666664,261.8996892083333,59.08398020000003,59.466068025000055,759.3443893333337,2559.4180920833332,82.77422502083337
Republic of Korea,137.1721686083334,109.89187497500004,55.524974437500006,0.6693319512083329,37.294328512500016,33.553782186250025,14.016709470000006,64.35301543750002,484.15665741666635,2767.853327499998,74.94629724999999
Republic of Moldova,55.947359604166714,75.42593469166664,50.816998900000044,9.440772967500003,12.38335120583333,86.3526128,29.848700112500005,68.39079865833331,626.6137086250001,4233.461842500001,99.62101946666667
Romania,68.76687159166664,92.40256556250003,7.227376108333334,7.864153351666665,73.33177748333328,78.81152282916672,19.169424278333324,56.03852850416664,549.1477784166668,3475.4592574999997,173.92503229166675
Russian Federation,90.6136252541667,123.48624074583329,0.4208951162916664,4.320419516541666,61.644421041666675,61.809852150000005,36.00947865833333,77.18788062916668,725.3213802499997,4145.059367499999,158.9963713333333
Rwanda,206.0091021666666,280.4590378750001,130.73811770833333,9.62723886,15.376280986666668,139.29315290833335,85.99633291250001,52.140764366666716,445.74949512500024,2302.5661675,139.3560983999999
Saint Lucia,129.05471606250006,148.3485954583334,66.3598259916667,5.9280703145833336,9.348509723333333,733.2419121250001,57.47591943750002,91.67256018333335,697.0441751666671,2868.682107083334,134.21021293750007
Saint Vincent and the Grenadines,186.97677612500004,147.89041569583335,79.90897720833335,18.49453860541668,32.548849207500005,797.1605178749998,83.2188251708333,56.71567474583332,730.2256440000004,1606.1915954166677,145.94447596249995
Samoa,120.8084413333333,296.03306883333323,972.8041525000008,1.0528829920833334,1.1506073440000002,180.32984996250016,11.542717322499989,64.90711994583336,500.8553459583332,2242.2636962500005,24.95337334250002
Sao Tome and Principe,194.11924197083323,103.37727883750003,19.618069550833347,16.412509453333335,16.15460281166667,226.9436092166666,26.95455064624998,69.73511134166667,362.9140526666664,1642.0931945833336,101.71168394583337
Saudi Arabia,72.49717635833335,123.68445461249993,141.22683398333328,13.236733596249996,10.243641067916663,200.64255505833344,41.67526656666668,88.80468742916672,592.1188490416666,1714.5333354166662,127.23918184583337
Senegal,84.93117228749993,96.06502355416673,31.930980933333327,3.2098146437500015,12.76461819791668,342.8738904583334,59.33838604166666,59.22439943749998,570.5575507916664,2513.3219529166663,91.89613109999999
Serbia,93.48337364583331,173.8969014375001,48.736315575000056,3.50105714875,68.34588718333335,149.6633125791668,63.62821343333327,112.33562729166671,1048.4445536249998,4404.38470375,177.1960201249999
Seychelles,202.70035529583342,277.81049991666674,146.91486952916668,27.88341829166666,8.881320401666672,436.53842725000044,21.306039204166655,48.15312117083336,763.8460127083332,2283.301579166666,123.66427548749989
