year,superregion2,iso3,countryname,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
1995,SSA,AGO,Angola,1,0,0,2,84.944664,94.794151,6.3845406,20.346786,14.643226,123.35979,32.496738,77.705292,467.20358,2777.6365,39.006104
1995,SSA,AGO,Angola,1,0,0,3,106.32716,107.68539,7.9200439,26.290462,20.745312,117.70166,54.148655,79.135582,488.85504,2830.4177,62.020355
1995,SSA,AGO,Angola,1,0,0,999,74.440041,91.099136,6.00495,17.819111,12.454138,101.21786,24.820839,75.71199,471.40936,2746.875,32.143017
1995,SSA,AGO,Angola,1,0,1,1,81.545525,88.64872,5.8621435,27.758461,16.047552,211.45557,34.404018,84.824463,450.68243,2492.5715,39.075489
1995,SSA,AGO,Angola,1,0,1,2,103.07338,95.315964,6.9689541,36.498196,22.826731,283.52774,63.130627,87.677605,446.01682,2578.418,60.121445
1995,SSA,AGO,Angola,1,0,1,3,129.1996,108.36328,8.5151081,48.584465,32.0741,270.98502,100.72475,89.127495,466.8555,2626.1497,96.136536
1995,SSA,AGO,Angola,1,0,1,999,90.770187,92.075615,6.3597498,31.673613,19.069752,230.83627,47.027496,85.815552,451.73108,2522.864,49.298248
1995,SSA,AGO,Angola,1,0,999,1,73.264618,88.014511,5.7171059,21.099098,12.99369,145.3968,25.357153,79.155548,461.25345,2622.8076,31.569904
1995,SSA,AGO,Angola,1,0,999,2,92.951942,95.024635,6.6426706,27.480705,18.257799,194.10439,46.027424,82.10997,457.84564,2689.6438,48.332542
1995,SSA,AGO,Angola,1,0,999,3,116.42969,107.98481,8.1828785,36.137501,25.749125,185.4054,74.720848,83.548912,479.13806,2740.1946,77.089127
1995,SSA,AGO,Angola,1,0,999,999,81.652901,91.530441,6.1616616,23.938505,15.376188,158.46902,34.629295,80.174637,462.71768,2647.9316,39.72031
1995,SSA,AGO,Angola,1,1,0,1,88.996399,129.10365,7.6727438,18.563232,16.439728,99.133202,16.26388,76.755264,451.01035,2518.7903,19.514486
1995,SSA,AGO,Angola,1,1,0,2,113.30694,139.73734,8.9023123,23.849266,23.512472,132.04881,28.942934,79.434875,446.36227,2579.7012,30.226101
1995,SSA,AGO,Angola,1,1,0,3,141.12767,157.76732,10.987827,31.383307,33.328987,126.84449,47.967484,81.051811,469.12491,2623.0242,48.467339
1995,SSA,AGO,Angola,1,1,0,999,99.219925,134.2496,8.2678499,20.956978,19.612204,108.0447,22.115164,77.715424,452.28534,2541.3713,24.707245
1995,SSA,AGO,Angola,1,1,1,1,109.09473,129.26996,8.2298813,32.728199,24.990833,226.28741,30.981359,86.969208,432.03857,2332.0007,29.761196
