year,superregion2,female,adult,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2010,FSU,0,1,999,3,91.854103,131.82866,45.664417,5.8151145,62.205585,77.529686,39.438679,83.391426,660.47827,3502.9639,114.85361
2010,FSU,0,1,999,999,92.939659,132.89651,62.073185,5.6198077,60.816784,80.63636,36.93177,82.438423,653.38861,3472.8286,110.94419
2010,FSU,0,999,0,1,86.506378,106.60579,291.07632,5.7087016,53.599106,119.25464,34.539013,75.282173,672.02246,3314.3894,104.80589
2010,FSU,0,999,0,2,94.943596,112.1039,99.636032,10.109335,48.669907,114.4472,30.715282,76.174759,644.25043,3334.7405,108.00393
2010,FSU,0,999,0,3,89.549995,109.28336,66.993912,10.858062,54.854343,96.957924,40.19239,79.095428,669.0719,3434.1658,122.37926
2010,FSU,0,999,0,999,90.584015,109.75558,88.550705,10.363006,53.369347,102.34012,37.681454,78.190948,663.61578,3404.0085,118.00288
2010,FSU,0,999,1,1,86.089287,110.5969,199.20818,5.3201885,61.024323,133.76207,41.413403,79.377342,715.05823,3355.0566,107.51716
2010,FSU,0,999,1,2,96.264969,120.13301,66.024811,6.858707,55.353573,126.46825,37.931561,80.962021,695.36243,3423.4192,112.35546
2010,FSU,0,999,1,3,89.680321,115.02416,37.606857,7.4552207,61.779842,108.57889,50.365665,84.426544,728.12433,3530.4199,127.98464
2010,FSU,0,999,1,999,90.828583,115.8327,51.450878,7.227716,60.445381,113.45207,47.407707,83.474144,720.85864,3500.0305,123.80412
2010,FSU,0,999,999,1,86.262436,108.94001,237.34662,5.4814773,57.941792,127.7394,38.559544,77.677261,697.1922,3338.1738,106.39159
2010,FSU,0,999,999,2,95.751175,117.011,79.094086,8.1226702,52.754719,121.79403,35.125607,79.100555,675.48822,3388.9377,110.66343
2010,FSU,0,999,999,3,89.634857,113.02168,47.857479,8.6421795,59.364128,104.52533,46.817081,82.566971,707.52594,3496.845,126.0294
2010,FSU,0,999,999,999,90.740326,113.6395,64.84005,8.3592291,57.891674,109.44182,43.897545,81.567459,700.19995,3465.3767,121.71049
2010,FSU,1,0,0,1,93.335754,58.71172,292.08224,9.1100035,42.86367,161.05003,51.70615,71.110817,879.95251,3390.8318,126.9912
2010,FSU,1,0,0,2,100.86259,61.218884,98.935471,18.126192,40.246197,154.36897,45.616138,71.575897,843.51062,3392.3179,134.89015
2010,FSU,1,0,0,3,94.258705,58.824127,71.68512,19.91778,45.511627,132.18105,59.860409,74.545723,878.84045,3488.8862,153.96243
2010,FSU,1,0,0,999,95.736855,59.374947,92.714882,18.780382,44.107731,139.27631,55.996536,73.624611,870.6778,3459.8428,147.71991
2010,FSU,1,0,1,1,92.36586,60.517014,206.69678,8.4298897,49.588566,184.89928,62.911701,74.987694,944.22498,3442.0337,133.37321
2010,FSU,1,0,1,2,101.88993,65.501419,69.759285,12.108016,46.320572,176.93498,58.075462,76.221718,918.30695,3507.1523,144.14255
2010,FSU,1,0,1,3,93.702568,62.184639,42.898445,12.91684,52.031227,151.79454,77.293472,79.689056,963.5733,3628.4038,165.55144
2010,FSU,1,0,1,999,95.322525,62.779362,57.403175,12.50441,50.716896,158.80206,72.533676,78.715172,953.15582,3593.1475,159.36617
2010,FSU,1,0,999,1,92.782784,59.740978,243.40103,8.7222471,46.697765,174.64729,58.094818,73.321152,916.59644,3420.0237,130.62981
