year,superregion2,female,age,urban,edu,v01_wt_median,v02_wt_median,v05_wt_median,v06_wt_median,v10_wt_median,v15_wt_median,v16_wt_median,v23_wt_median,v36_wt_median,v41_wt_median,v57_wt_median
2010,HIC,0,27,1,2,88.90287,100.3924,23.282658,6.0414448,63.572777,267.88571,42.41909,70.257622,816.19043,3028.3252,173.16661
2010,HIC,0,27,1,3,74.019432,100.47996,20.776724,4.8027,58.583748,303.69415,57.322029,71.302483,840.18011,3076.0591,176.51395
2010,HIC,0,27,1,999,77.496674,100.17271,21.420595,5.0748959,59.930317,296.38,53.208679,70.987457,832.80914,3061.8362,175.5303
2010,HIC,0,27,999,1,79.659996,91.3526,23.044104,4.5270886,64.721954,315.45639,32.179916,68.940063,778.17596,2963.8198,161.49344
2010,HIC,0,27,999,2,90.326683,99.954735,22.833414,5.8259072,62.702812,260.18878,40.479614,70.362785,814.05804,3028.5342,164.96753
2010,HIC,0,27,999,3,75.000885,100.09255,20.430752,4.7005286,57.872086,298.11456,55.649555,71.593956,838.94104,3071.6675,169.41235
2010,HIC,0,27,999,999,78.657555,99.767326,21.067303,4.9517107,59.205547,290.03604,51.396244,71.223579,831.21594,3058.1919,168.13109
2010,HIC,0,32,0,1,95.048904,102.83289,24.290627,4.5196385,63.962013,247.11835,23.286669,70.160957,771.78448,3071.9495,125.14196
2010,HIC,0,32,0,2,108.16573,112.80865,23.131868,5.4686823,61.928238,204.17723,29.44787,71.823051,804.34418,3149.0298,126.50843
2010,HIC,0,32,0,3,89.668724,113.53472,20.693861,4.6428785,57.340603,243.99615,43.998535,73.074425,832.32684,3188.6277,130.8743
2010,HIC,0,32,0,999,94.633354,112.92761,21.461699,4.850244,58.77969,233.88651,39.445538,72.638374,822.75708,3173.8672,129.52713
2010,HIC,0,32,1,1,88.453011,104.47148,25.431866,5.1072402,67.737129,285.51083,29.497585,70.050209,777.55457,3094.9497,157.85513
2010,HIC,0,32,1,2,100.61169,114.83376,25.462172,6.5481911,65.9067,235.41675,37.389175,71.075134,814.06836,3154.1318,160.61467
2010,HIC,0,32,1,3,83.939888,115.75095,22.631781,5.2082639,60.972015,269.87378,51.711849,72.368111,838.45209,3192.4705,163.38179
2010,HIC,0,32,1,999,87.990562,115.14007,23.391016,5.5175071,62.361961,262.3801,47.586891,71.984741,830.61774,3180.0903,162.54141
2010,HIC,0,32,999,1,89.960701,104.09693,25.171,4.9729257,66.874207,276.73505,28.077887,70.075523,776.2356,3089.6921,150.37752
2010,HIC,0,32,999,2,102.3189,114.37608,24.935522,6.3042212,65.007561,228.3566,35.594437,71.244164,811.87067,3152.9788,152.90663
2010,HIC,0,32,999,3,85.104744,115.30032,22.23774,5.0933032,60.233635,264.61203,50.143482,72.511726,837.2066,3191.6892,156.77197
2010,HIC,0,32,999,999,89.383194,114.67623,22.986542,5.3776183,61.610954,256.40652,45.880089,72.121765,828.96973,3178.7856,155.62012
2010,HIC,0,37,0,1,106.69198,115.89988,25.535641,4.6111078,65.814613,217.112,21.627659,70.715675,772.78149,3170.8264,118.13618
2010,HIC,0,37,0,2,121.47659,127.06,24.332764,5.6613398,63.587345,179.2706,27.340965,72.053436,805.49927,3237.7297,119.54803
2010,HIC,0,37,0,3,100.68268,127.67026,21.997103,4.8867598,59.422626,215.11197,40.976364,73.86277,834.71649,3270.8157,123.9054
2010,HIC,0,37,0,999,106.3834,127.04053,22.751642,5.0791912,60.771336,205.77882,36.623627,73.26207,824.573,3258.1382,122.53093
2010,HIC,0,37,1,1,99.046234,117.56743,26.942829,5.2807713,69.468529,251.58893,27.503036,70.420433,779.19702,3190.4355,149.08397
2010,HIC,0,37,1,2,112.80188,129.23076,26.858362,6.8539262,68.207954,207.39973,34.979202,71.669945,815.72034,3245.6575,152.04294
2010,HIC,0,37,1,3,94.048828,130.04048,24.057077,5.5068212,62.961678,238.71896,48.432556,72.782295,841.32458,3276.0911,154.94771
2010,HIC,0,37,1,999,98.689095,129.40422,24.826307,5.819344,64.441505,231.72383,44.486832,72.433601,833.02228,3265.8027,154.04794
2010,HIC,0,37,999,1,100.81068,117.18261,26.618088,5.1262312,68.625305,243.63257,26.147156,70.488571,777.71655,3185.9104,141.94205
